,Median_House_Value,Median_Income,Median_Age,Tot_Rooms,Tot_Bedrooms,Population,Households,Latitude,Longitude,Distance_to_coast,Bedrooms_Per_House,Closest_University,Distance_to_University_m
8891,291700.0,2.775,24,2924,1013,1492,943,34.02,-118.5,641.633764422416,1.0742311770943795,"University of California, Los Angeles",7520.0
8892,350000.0,2.9934,35,2914,934,1334,870,34.02,-118.5,641.633764422416,1.0735632183908046,"University of California, Los Angeles",7520.0
8894,442100.0,4.5208,32,3851,900,1456,836,34.03,-118.49,2049.14400866956,1.076555023923445,"University of California, Los Angeles",6087.0
8895,450000.0,3.6769,31,3155,808,1208,745,34.03,-118.49,2049.14400866956,1.0845637583892618,"University of California, Los Angeles",6087.0
8896,470800.0,4.1365,27,4725,1185,1945,1177,34.02,-118.49,1521.47087887894,1.0067969413763806,"University of California, Los Angeles",6888.0
8897,353600.0,2.8981,32,1793,476,1143,448,34.03,-118.48,2792.9563066982,1.0625,"University of California, Los Angeles",5444.0
8898,475000.0,2.9125,28,2545,752,1548,679,34.02,-118.49,1521.47087887894,1.1075110456553756,"University of California, Los Angeles",6888.0
8899,330000.0,3.1563,29,2709,799,1238,793,34.02,-118.49,1521.47087887894,1.0075662042875158,"University of California, Los Angeles",6888.0
8904,350000.0,4.516,32,2909,748,1310,706,34.04,-118.47,4178.13446555018,1.0594900849858357,"University of California, Los Angeles",4000.0
8905,347900.0,3.3889,32,3024,784,1323,740,34.03,-118.47,3619.51335233213,1.0594594594594595,"University of California, Los Angeles",4891.0
8906,381800.0,3.5076,39,1530,401,1074,375,34.03,-118.48,2792.9563066982,1.0693333333333332,"University of California, Los Angeles",5444.0
8907,290600.0,3.7381,29,3287,882,1523,823,34.03,-118.47,3619.51335233213,1.071688942891859,"University of California, Los Angeles",4891.0
8908,340500.0,3.5987,31,2642,681,1303,625,34.03,-118.47,3619.51335233213,1.0896,"University of California, Los Angeles",4891.0
8909,310000.0,1.3333,19,902,284,414,272,34.03,-118.48,2792.9563066982,1.0441176470588236,"University of California, Los Angeles",5444.0
8910,375000.0,2.5261,22,1249,483,1106,481,34.02,-118.48,2432.47030621951,1.004158004158004,"University of California, Los Angeles",6327.0
8911,375000.0,2.7072,29,1585,542,1019,487,34.02,-118.48,2432.47030621951,1.1129363449691991,"University of California, Los Angeles",6327.0
8912,366700.0,3.1635,30,2075,687,1026,592,34.02,-118.49,1521.47087887894,1.160472972972973,"University of California, Los Angeles",6888.0
8913,327300.0,2.75,27,1965,631,1042,596,34.03,-118.46,4483.28083521954,1.058724832214765,"University of California, Los Angeles",4461.0
8914,325000.0,3.125,39,1244,283,886,284,34.03,-118.46,4483.28083521954,0.9964788732394366,"University of California, Los Angeles",4461.0
8915,337500.0,2.2794,52,523,124,317,130,34.03,-118.46,4483.28083521954,0.9538461538461539,"University of California, Los Angeles",4461.0
8916,233300.0,2.6639,29,2329,833,1953,800,34.02,-118.46,4268.20374056968,1.04125,"University of California, Los Angeles",5504.0
8917,297500.0,2.3382,38,2163,651,1759,584,34.02,-118.47,3349.29967596331,1.1147260273972603,"University of California, Los Angeles",5858.0
8918,250000.0,2.625,11,72,16,150,20,34.02,-118.48,2432.47030621951,0.8,"University of California, Los Angeles",6327.0
8919,332500.0,2.0745,35,3057,774,2223,732,34.02,-118.47,3349.29967596331,1.0573770491803278,"University of California, Los Angeles",5858.0
8920,330800.0,2.2917,30,2027,609,1425,562,34.02,-118.48,2432.47030621951,1.083629893238434,"University of California, Los Angeles",6327.0
8921,293800.0,2.7019,25,1583,460,983,422,34.02,-118.48,2432.47030621951,1.0900473933649288,"University of California, Los Angeles",6327.0
8922,450000.0,1.5132,28,1394,582,716,543,34.02,-118.49,1521.47087887894,1.0718232044198894,"University of California, Los Angeles",6888.0
8925,381500.0,4.0893,31,2851,804,1410,782,34.01,-118.48,2550.70203552145,1.0281329923273657,"University of California, Los Angeles",7273.0
8926,370000.0,3.2061,41,2584,743,1058,668,34.0,-118.48,3093.23652203362,1.1122754491017963,"University of California, Los Angeles",8260.0
8927,425000.0,3.4852,30,3078,954,1561,901,34.01,-118.48,2550.70203552145,1.0588235294117647,"University of California, Los Angeles",7273.0
8929,353800.0,4.4,31,1829,458,719,392,34.01,-118.48,2550.70203552145,1.1683673469387754,"University of California, Los Angeles",7273.0
8930,384400.0,4.2813,28,1259,302,668,280,34.0,-118.47,3856.19728377812,1.0785714285714285,"University of California, Los Angeles",7907.0
8931,340500.0,3.1304,42,1271,301,574,312,34.0,-118.47,3856.19728377812,0.9647435897435898,"University of California, Los Angeles",7907.0
8932,450000.0,3.9722,25,4149,1067,1749,1000,34.0,-118.48,3093.23652203362,1.067,"University of California, Los Angeles",8260.0
8936,444400.0,2.7254,41,2136,549,986,557,34.02,-118.47,3349.29967596331,0.9856373429084381,"University of California, Los Angeles",5858.0
8937,470800.0,4.793,44,2175,475,1019,448,34.01,-118.47,3436.21912096878,1.0602678571428572,"University of California, Los Angeles",6869.0
8938,462900.0,4.4211,41,2704,557,1047,478,34.01,-118.47,3436.21912096878,1.1652719665271967,"University of California, Los Angeles",6869.0
8939,398300.0,3.755,40,2198,611,1023,567,34.01,-118.48,2550.70203552145,1.0776014109347443,"University of California, Los Angeles",7273.0
8940,418200.0,2.5417,41,752,201,482,207,34.01,-118.47,3436.21912096878,0.9710144927536232,"University of California, Los Angeles",6869.0
8943,480100.0,6.1014,44,2017,343,958,382,34.01,-118.47,3436.21912096878,0.8979057591623036,"University of California, Los Angeles",6869.0
8944,461100.0,2.9167,43,1160,304,393,250,34.01,-118.47,3436.21912096878,1.216,"University of California, Los Angeles",6869.0
8945,413000.0,3.7727,27,1782,471,837,422,34.01,-118.47,3436.21912096878,1.1161137440758293,"University of California, Los Angeles",6869.0
8946,421900.0,3.4583,41,2956,700,1212,645,34.02,-118.45,5188.08021128501,1.0852713178294573,"University of California, Los Angeles",5289.0
8947,493400.0,6.3521,45,1230,201,565,219,34.02,-118.45,5188.08021128501,0.9178082191780822,"University of California, Los Angeles",5289.0
8948,456200.0,3.0476,45,3803,970,1690,871,34.02,-118.46,4268.20374056968,1.113662456946039,"University of California, Los Angeles",5504.0
8949,473000.0,6.0436,46,2571,502,1225,501,34.02,-118.46,4268.20374056968,1.001996007984032,"University of California, Los Angeles",5504.0
8950,405400.0,5.2571,39,3599,776,1569,763,34.02,-118.46,4268.20374056968,1.017038007863696,"University of California, Los Angeles",5504.0
8951,196400.0,2.125,39,213,44,138,52,34.03,-118.37,12630.5098585837,0.8461538461538461,Southwestern Law School,6366.0
8952,266400.0,3.9537,44,1913,441,1295,432,34.03,-118.38,11715.0727965018,1.0208333333333333,"University of California, Los Angeles",6991.0
8953,268600.0,3.9615,45,2098,486,1343,481,34.02,-118.38,11635.0543701417,1.0103950103950103,Southwestern Law School,6810.0
8954,279400.0,3.5909,38,2447,636,1312,574,34.02,-118.39,10713.7235602258,1.10801393728223,"University of California, Los Angeles",7050.0
8955,314500.0,3.4375,45,1577,421,1042,375,34.02,-118.39,10713.7235602258,1.1226666666666667,"University of California, Los Angeles",7050.0
8956,304100.0,4.7612,18,9528,2075,3922,1920,34.01,-118.38,11660.9995008896,1.0807291666666667,Southwestern Law School,6594.0
8957,340600.0,2.3571,25,1101,285,543,294,34.01,-118.39,10741.7813288489,0.9693877551020408,Southwestern Law School,7510.0
8958,322900.0,4.1296,38,2521,647,1091,597,34.02,-118.39,10713.7235602258,1.083752093802345,"University of California, Los Angeles",7050.0
8959,355100.0,3.9688,35,4424,918,2101,888,34.01,-118.39,10741.7813288489,1.0337837837837838,Southwestern Law School,7510.0
8960,356300.0,5.4035,44,1494,262,618,266,34.01,-118.4,9823.02806341757,0.9849624060150376,"University of California, Los Angeles",7396.0
8961,332800.0,4.6932,40,593,137,371,132,34.02,-118.4,9792.45179662464,1.0378787878787878,"University of California, Los Angeles",6468.0
8962,485700.0,5.2035,40,1565,269,826,268,34.0,-118.39,10883.9661760598,1.0037313432835822,Southwestern Law School,7482.0
8963,369200.0,6.603,32,2612,418,1030,402,33.99,-118.39,11135.9073873377,1.0398009950248757,Southwestern Law School,7618.0
8964,314900.0,5.1322,43,612,135,402,142,33.99,-118.39,11135.9073873377,0.9507042253521126,Southwestern Law School,7618.0
8965,339100.0,4.056,35,1465,386,1104,345,34.0,-118.39,10883.9661760598,1.1188405797101448,Southwestern Law School,7482.0
8966,329400.0,4.85,34,1816,335,872,339,34.0,-118.4,9978.20168551228,0.9882005899705014,"University of California, Los Angeles",8369.0
8967,336000.0,5.444,37,1534,258,751,259,34.0,-118.4,9978.20168551228,0.9961389961389961,"University of California, Los Angeles",8369.0
8968,328100.0,5.9632,36,1280,240,704,217,33.99,-118.4,10252.3167047957,1.1059907834101383,Southwestern Law School,8524.0
8969,326700.0,5.4663,36,1225,213,591,227,33.99,-118.4,10252.3167047957,0.9383259911894273,Southwestern Law School,8524.0
8970,344300.0,4.6687,44,2122,385,1012,367,34.0,-118.4,9978.20168551228,1.0490463215258856,"University of California, Los Angeles",8369.0
8971,351600.0,5.7405,48,1427,253,693,268,34.01,-118.4,9823.02806341757,0.9440298507462687,"University of California, Los Angeles",7396.0
8972,333500.0,4.5982,44,2010,394,961,365,34.01,-118.41,8904.88361481158,1.0794520547945206,"University of California, Los Angeles",6967.0
8973,331000.0,5.5284,37,1426,259,689,261,34.0,-118.41,9075.65731853464,0.9923371647509579,"University of California, Los Angeles",7992.0
8975,302500.0,4.7031,43,2000,529,1290,514,34.01,-118.41,8904.88361481158,1.0291828793774318,"University of California, Los Angeles",6967.0
8976,285300.0,2.8797,33,3306,974,2475,924,34.01,-118.41,8904.88361481158,1.0541125541125542,"University of California, Los Angeles",6967.0
8977,305000.0,2.9213,42,1700,438,997,436,34.01,-118.42,7987.55794073975,1.0045871559633028,"University of California, Los Angeles",6638.0
8978,271400.0,2.55,38,324,70,268,73,34.0,-118.41,9075.65731853464,0.958904109589041,"University of California, Los Angeles",7992.0
8979,329800.0,5.0357,45,1807,355,883,371,34.0,-118.42,8177.39937545191,0.9568733153638814,"University of California, Los Angeles",7707.0
8980,275000.0,3.9643,46,105,20,69,19,34.0,-118.41,9075.65731853464,1.0526315789473684,"University of California, Los Angeles",7992.0
8981,325000.0,3.2708,33,1139,299,734,257,34.0,-118.42,8177.39937545191,1.1634241245136188,"University of California, Los Angeles",7707.0
8982,314300.0,3.7614,37,1340,358,1008,340,34.0,-118.43,7285.01361502058,1.0529411764705883,"University of California, Los Angeles",7525.0
8983,323000.0,3.8021,45,2092,451,1190,429,33.99,-118.43,7655.81077418797,1.0512820512820513,"University of California, Los Angeles",8628.0
8984,275000.0,5.9641,44,305,72,156,70,33.99,-118.44,6819.88527441798,1.0285714285714285,"University of California, Los Angeles",8565.0
8986,228300.0,4.6277,21,11308,3039,5127,2839,33.99,-118.38,12025.2370650751,1.0704473406128918,Southwestern Law School,6715.0
8987,439100.0,8.6718,32,4018,564,1400,568,33.99,-118.37,12919.1205975742,0.9929577464788732,Southwestern Law School,5820.0
8988,313700.0,5.3194,35,3702,648,1449,614,33.99,-118.36,13816.6741568798,1.0553745928338762,Southwestern Law School,4933.0
8989,397000.0,5.1695,36,3228,543,1305,520,33.99,-118.37,12919.1205975742,1.0442307692307693,Southwestern Law School,5820.0
8991,492500.0,6.431,30,1879,226,740,266,34.0,-118.35,14527.1517020057,0.849624060150376,Southwestern Law School,3803.0
8992,270400.0,5.3462,46,3402,503,1389,504,34.0,-118.35,14527.1517020057,0.998015873015873,Southwestern Law School,3803.0
8993,269100.0,5.0514,48,2741,439,1115,459,33.99,-118.35,14717.2262831905,0.9564270152505446,Southwestern Law School,4063.0
8994,287100.0,4.1375,43,2657,548,1145,524,33.99,-118.36,13816.6741568798,1.0458015267175573,Southwestern Law School,4933.0
8995,268900.0,4.6406,45,2005,368,909,364,33.99,-118.36,13816.6741568798,1.010989010989011,Southwestern Law School,4933.0
8996,222100.0,3.2021,45,1764,401,679,334,33.99,-118.35,14717.2262831905,1.2005988023952097,Southwestern Law School,4063.0
8997,314900.0,5.0407,44,3183,513,1183,473,34.0,-118.34,15441.1992102634,1.0845665961945032,Southwestern Law School,2887.0
8998,313300.0,5.8993,49,2863,411,1108,406,34.0,-118.34,15441.1992102634,1.0123152709359606,Southwestern Law School,2887.0
8999,247600.0,4.2917,52,1114,169,486,176,34.0,-118.33,16356.1115775546,0.9602272727272727,Southwestern Law School,1976.0
9000,296800.0,4.0,49,2465,372,1018,359,34.0,-118.34,15441.1992102634,1.0362116991643453,Southwestern Law School,2887.0
9001,179400.0,3.7344,47,1107,199,437,178,33.99,-118.34,15438.394957433,1.1179775280898876,Southwestern Law School,3221.0
9002,183000.0,3.825,48,1172,205,497,190,33.99,-118.34,15438.394957433,1.0789473684210527,Southwestern Law School,3221.0
9003,372000.0,6.939,40,2894,395,1063,409,34.0,-118.35,14527.1517020057,0.9657701711491442,Southwestern Law School,3803.0
9004,472000.0,9.1232,20,14291,1934,5452,1875,34.13,-118.6,10562.810968224,1.0314666666666668,"California State University, Northridge",13401.0
9006,407000.0,6.4504,35,2396,472,1054,457,34.11,-118.59,8377.94365115895,1.0328227571115973,"University of California, Los Angeles",14501.0
9007,438500.0,7.6091,43,2228,438,960,395,34.09,-118.6,6115.41328873846,1.1088607594936708,"University of California, Los Angeles",14835.0
9008,380000.0,6.91,40,866,181,399,176,34.08,-118.6,5003.67480784251,1.0284090909090908,"University of California, Los Angeles",14685.0
9009,433300.0,4.625,16,319,59,149,64,34.07,-118.6,3892.05675899866,0.921875,"University of California, Los Angeles",14619.0
9012,448100.0,5.8735,35,3795,690,1521,653,34.11,-118.63,8818.73062479792,1.0566615620214395,"California State University, Northridge",16710.0
9017,377300.0,4.5333,34,2255,402,857,317,34.1,-118.75,11297.9879674562,1.2681388012618298,"California State University, Northridge",25132.0
9018,318500.0,5.4032,7,23866,4407,9873,4012,34.14,-118.72,16149.2113421644,1.098454636091725,"California State University, Northridge",20325.0
9019,399200.0,8.0137,9,30405,4093,12873,3931,34.16,-118.78,15814.4237979128,1.0412108878148054,"California State University, Northridge",24305.0
9020,356700.0,6.8474,9,1143,179,647,180,34.15,-118.8,14267.535759581,0.9944444444444445,"California State University, Northridge",26422.0
9021,346100.0,5.3749,16,2950,387,1228,379,34.17,-118.75,17858.9678408211,1.0211081794195251,"California State University, Northridge",21330.0
9023,385500.0,6.9935,22,11668,1730,4054,1671,34.14,-118.82,12895.1112309339,1.0353081986834232,"California State University, Northridge",28545.0
9034,106700.0,2.9541,15,2981,625,1694,540,34.71,-117.76,103065.626130834,1.1574074074074074,California State University San Marcos,50924.0
9035,115100.0,4.002,5,6739,1251,4614,1266,34.63,-117.84,91559.3231352715,0.9881516587677726,California State University San Marcos,57048.0
9036,120000.0,3.8803,6,10263,1864,6163,1781,34.58,-117.78,91453.4895433869,1.046603032004492,Harvey Mudd College,53079.0
9037,123900.0,3.46,32,3511,646,1733,510,34.71,-117.96,91896.0205404468,1.2666666666666666,California State University San Marcos,46643.0
9038,104800.0,2.4348,34,1218,285,797,248,34.74,-118.09,88967.7297842228,1.1491935483870968,California State University San Marcos,44282.0
9039,150000.0,2.5764,14,2606,514,1228,512,34.71,-118.06,87228.4187959897,1.00390625,California State University San Marcos,47075.0
9040,144000.0,4.0211,4,23386,4171,10493,3671,34.68,-118.09,82997.9319023687,1.1362026695723235,California State University San Marcos,50819.0
9041,140100.0,5.3267,6,7430,1184,3489,1115,34.68,-118.11,82168.8513581499,1.061883408071749,California State University San Marcos,51192.0
9042,125700.0,4.6417,17,2479,390,1219,363,34.69,-118.12,82769.0915520951,1.0743801652892562,California State University San Marcos,50322.0
9043,131500.0,4.6629,12,5319,875,2439,779,34.68,-118.12,81766.6202768318,1.123234916559692,California State University San Marcos,51402.0
9044,96800.0,2.75,34,2156,397,1269,388,34.69,-118.13,82380.069513183,1.0231958762886597,California State University San Marcos,50552.0
9045,102600.0,4.025,28,718,124,347,121,34.68,-118.13,81372.7584094806,1.024793388429752,California State University San Marcos,51627.0
9046,187500.0,2.67,33,873,177,425,142,34.65,-118.1,79620.3729519554,1.2464788732394365,California State University San Marcos,54268.0
9047,159400.0,2.4012,5,5807,1182,2602,1007,34.71,-118.09,85969.9312286092,1.1737835153922542,California State University San Marcos,47546.0
9048,141100.0,4.9806,5,10356,1647,4562,1427,34.7,-118.1,84567.553102271,1.1541695865451997,California State University San Marcos,48823.0
9049,138500.0,2.8548,6,4558,804,1543,563,34.7,-118.09,84976.2640459061,1.4280639431616342,California State University San Marcos,48636.0
9050,137500.0,2.415,16,3914,819,1524,795,34.71,-118.1,85566.0153862298,1.030188679245283,California State University San Marcos,47737.0
9051,104000.0,2.5179,26,4230,823,2789,793,34.71,-118.12,84782.2249998189,1.0378310214375788,California State University San Marcos,48168.0
9052,225000.0,1.125,46,40,10,14,7,34.71,-118.12,84782.2249998189,1.4285714285714286,California State University San Marcos,48168.0
9053,130000.0,4.3229,7,4915,885,2833,874,34.7,-118.12,83774.3258870757,1.0125858123569793,California State University San Marcos,49244.0
9054,93800.0,1.1296,34,1943,500,1078,446,34.7,-118.13,83390.0397694633,1.1210762331838564,California State University San Marcos,49479.0
9055,108800.0,3.682,32,3670,765,1986,673,34.69,-118.13,82380.069513183,1.136701337295691,California State University San Marcos,50552.0
9056,113500.0,3.7804,27,3019,501,1580,523,34.69,-118.12,82769.0915520951,0.9579349904397706,California State University San Marcos,50322.0
9057,101100.0,2.4432,31,2666,662,1337,602,34.68,-118.14,80987.3878647602,1.0996677740863787,California State University San Marcos,51867.0
9058,100300.0,3.4327,35,2118,374,1108,360,34.69,-118.14,81999.4789587934,1.038888888888889,California State University San Marcos,50797.0
9059,119600.0,4.2679,33,2815,485,1447,489,34.68,-118.14,80987.3878647602,0.9918200408997955,California State University San Marcos,51867.0
9060,126500.0,4.5455,25,1703,342,775,309,34.68,-118.14,80987.3878647602,1.1067961165048543,California State University San Marcos,51867.0
9061,85400.0,2.5902,17,2994,832,1571,695,34.68,-118.16,80242.6074258494,1.1971223021582733,California State University San Marcos,52391.0
9062,107500.0,3.25,32,1300,234,712,249,34.69,-118.15,81627.4378289322,0.9397590361445783,California State University San Marcos,51057.0
9063,110900.0,3.7807,9,4303,900,2240,861,34.68,-118.16,80242.6074258494,1.0452961672473868,California State University San Marcos,52391.0
9064,146900.0,3.5732,5,12317,2953,6291,2654,34.67,-118.15,79596.367442734,1.1126601356443104,California State University San Marcos,53188.0
9065,247200.0,4.6591,20,1257,201,551,186,34.65,-118.14,77967.4378143315,1.0806451612903225,California State University San Marcos,55085.0
9066,118100.0,4.625,15,2181,361,1057,300,34.72,-118.14,85050.7157749218,1.2033333333333334,California State University San Marcos,47600.0
9067,117200.0,4.1719,27,6007,998,2680,882,34.71,-118.16,83313.9274418382,1.1315192743764173,California State University San Marcos,49222.0
9068,101400.0,3.5625,36,1338,250,709,250,34.71,-118.15,83668.3145806575,1.0,California State University San Marcos,48935.0
9069,93000.0,2.8194,33,2347,461,1482,374,34.71,-118.14,84031.2333590818,1.232620320855615,California State University San Marcos,48664.0
9070,86900.0,1.1917,32,1164,248,588,270,34.71,-118.14,84031.2333590818,0.9185185185185185,California State University San Marcos,48664.0
9071,97700.0,2.5278,35,1503,309,842,300,34.71,-118.15,83668.3145806575,1.03,California State University San Marcos,48935.0
9072,98400.0,2.0182,36,1205,317,678,290,34.7,-118.14,83014.1249732687,1.0931034482758621,California State University San Marcos,49729.0
9073,102100.0,1.2532,12,1984,614,1071,574,34.7,-118.14,83014.1249732687,1.0696864111498259,California State University San Marcos,49729.0
9074,116300.0,3.9615,36,2696,454,1192,452,34.7,-118.15,82646.6957319852,1.0044247787610618,California State University San Marcos,49995.0
9075,127700.0,4.8787,33,2918,494,1365,478,34.7,-118.16,82287.8657175955,1.0334728033472804,California State University San Marcos,50276.0
9076,126800.0,3.9028,35,3114,583,1974,545,34.69,-118.16,81264.0635496116,1.0697247706422017,California State University San Marcos,51332.0
9077,100000.0,3.2699,34,1439,327,708,298,34.69,-118.14,81999.4789587934,1.0973154362416107,California State University San Marcos,50797.0
9078,94900.0,2.1167,48,1379,327,696,304,34.69,-118.14,81999.4789587934,1.075657894736842,California State University San Marcos,50797.0
9079,163600.0,4.7875,19,3430,601,1817,571,34.76,-118.28,85144.2882572064,1.052539404553415,California State University San Marcos,49019.0
9080,146400.0,2.1979,16,2035,370,704,330,34.77,-118.19,88573.9669071987,1.121212121212121,California State University San Marcos,44045.0
9081,163400.0,4.875,5,9076,1503,7694,1278,34.69,-118.2,79899.5576890971,1.176056338028169,California State University San Marcos,52577.0
9082,171900.0,4.1667,12,4881,803,2188,724,34.69,-118.17,80909.4728960998,1.1091160220994476,California State University San Marcos,51622.0
9083,185600.0,6.6772,13,5341,773,2288,724,34.68,-118.17,79883.4395792751,1.0676795580110496,California State University San Marcos,52675.0
9084,167900.0,5.0285,8,11275,1822,5731,1692,34.67,-118.19,78159.3059795403,1.0768321513002364,California State University San Marcos,54329.0
9085,140300.0,4.5659,5,8352,1555,3723,1389,34.67,-118.17,78859.7354582758,1.1195104391648667,California State University San Marcos,53730.0
9086,126800.0,3.9963,33,1781,326,913,314,34.65,-118.19,76100.3098011474,1.0382165605095541,"California State University, Northridge",55656.0
9087,173200.0,5.7049,9,1561,253,731,233,34.66,-118.17,77838.4524314639,1.0858369098712446,California State University San Marcos,54788.0
9088,179700.0,4.3636,28,2357,408,1162,384,34.67,-118.22,77178.6837493871,1.0625,California State University San Marcos,55327.0
9089,138200.0,3.6382,25,2627,387,1059,338,34.66,-118.23,75822.6511198125,1.1449704142011834,"California State University, Northridge",54625.0
9090,152400.0,4.9,17,3810,662,1867,586,34.66,-118.22,76134.6474143488,1.129692832764505,"California State University, Northridge",55096.0
9091,140100.0,3.0441,17,4001,814,2313,756,34.65,-118.21,75418.7952355341,1.0767195767195767,"California State University, Northridge",54641.0
9092,136300.0,3.5673,17,1827,348,766,335,34.65,-118.23,74776.1786466308,1.0388059701492538,"California State University, Northridge",53671.0
9093,185400.0,3.2125,19,552,129,314,106,34.68,-118.27,76804.6143384457,1.2169811320754718,"California State University, Northridge",54844.0
9094,218400.0,3.3173,18,6893,1372,2837,1221,34.65,-118.29,73091.6667981248,1.1236691236691236,"California State University, Northridge",51044.0
9095,264900.0,4.8409,31,1398,273,884,299,34.62,-118.32,69155.8444062276,0.9130434782608695,"California State University, Northridge",46855.0
9096,148900.0,4.3456,18,1859,375,913,372,34.58,-118.38,63625.5524948003,1.0080645161290323,"California State University, Northridge",40644.0
9097,156700.0,5.0839,25,3080,587,1558,510,34.73,-118.61,77286.0147058512,1.1509803921568627,"California State University, Northridge",55294.0
9098,151600.0,4.2941,10,4122,814,2164,710,34.7,-118.4,76162.0530933762,1.1464788732394366,"California State University, Northridge",52916.0
9099,137500.0,1.4091,34,81,26,53,14,34.63,-117.92,86822.8050955329,1.8571428571428572,California State University San Marcos,55802.0
9100,125600.0,2.7396,7,681,125,485,104,34.59,-117.92,83387.0594463286,1.2019230769230769,Fuller Theological Seminary,53095.0
9101,132700.0,3.1946,5,5613,1060,3569,999,34.57,-117.93,81103.2973169545,1.0610610610610611,Fuller Theological Seminary,50690.0
9102,135800.0,3.9766,8,3484,647,2169,619,34.53,-117.9,79697.7932313928,1.0452342487883683,Fuller Theological Seminary,47818.0
9103,141000.0,3.8594,10,2907,559,1681,531,34.53,-117.96,75947.0451870557,1.0527306967984935,Fuller Theological Seminary,45537.0
9104,135700.0,4.0945,13,2815,535,1492,491,34.53,-117.98,74745.3507636027,1.089613034623218,Fuller Theological Seminary,44902.0
9105,99200.0,1.9722,31,1537,416,1239,397,34.63,-118.09,78109.9186420769,1.0478589420654911,Fuller Theological Seminary,53736.0
9106,96900.0,2.1413,38,248,55,261,53,34.62,-118.02,80522.2634019335,1.0377358490566038,Fuller Theological Seminary,53577.0
9107,228100.0,4.1573,19,3562,606,1677,578,34.63,-118.18,74415.7380232223,1.0484429065743945,Fuller Theological Seminary,53659.0
9108,292200.0,7.1381,7,2465,336,978,332,34.61,-118.17,72771.9129983946,1.0120481927710843,Fuller Theological Seminary,51384.0
9109,204400.0,6.4865,2,11008,1549,4098,1367,34.6,-118.16,72167.3230879611,1.1331382589612289,Fuller Theological Seminary,50233.0
9110,94500.0,2.3958,33,2189,497,1459,443,34.6,-118.12,73859.7570439919,1.1218961625282167,Fuller Theological Seminary,50236.0
9111,111400.0,3.7344,33,2111,429,1067,397,34.59,-118.15,71586.7846915574,1.0806045340050379,Fuller Theological Seminary,49096.0
9112,154100.0,4.9904,5,7294,1139,3123,930,34.6,-118.16,72167.3230879611,1.2247311827956988,Fuller Theological Seminary,50233.0
9113,262100.0,4.7097,12,2472,408,1048,380,34.56,-118.21,66189.1174260216,1.0736842105263158,Fuller Theological Seminary,46196.0
9114,222400.0,5.3799,4,14348,2145,5839,1806,34.63,-118.22,73014.5708816631,1.1877076411960132,"California State University, Northridge",52279.0
9115,181100.0,5.9508,16,2573,427,1273,426,34.64,-118.21,74383.342045283,1.0023474178403755,"California State University, Northridge",53711.0
9116,102600.0,2.0547,13,2614,650,1949,537,34.58,-118.12,71919.141794715,1.2104283054003724,Fuller Theological Seminary,48013.0
9117,113500.0,3.7464,29,2370,475,1746,483,34.58,-118.13,71470.4937638075,0.9834368530020704,Fuller Theological Seminary,47986.0
9118,167600.0,3.7636,6,9882,1892,4892,1621,34.57,-118.14,70054.4878000391,1.1671807526218383,Fuller Theological Seminary,46865.0
9119,148500.0,3.9936,5,6446,1154,3427,1104,34.56,-118.12,69995.3823393075,1.0452898550724639,Fuller Theological Seminary,45791.0
9120,103500.0,3.275,32,1489,306,774,267,34.58,-118.1,72842.9040036499,1.146067415730337,Fuller Theological Seminary,48120.0
9121,106900.0,2.6658,29,2843,603,1517,573,34.58,-118.1,72842.9040036499,1.0523560209424083,Fuller Theological Seminary,48120.0
9122,138100.0,3.3086,7,20377,4335,11973,3933,34.57,-118.1,71891.3315547893,1.1022120518688023,Fuller Theological Seminary,47011.0
9123,142900.0,4.5266,4,9761,1683,4970,1535,34.57,-118.09,72372.4124902059,1.0964169381107491,Fuller Theological Seminary,47093.0
9124,146600.0,4.1719,5,1113,186,631,168,34.58,-118.08,73800.8448624751,1.1071428571428572,Fuller Theological Seminary,48296.0
9125,107400.0,4.0147,34,3416,601,1929,567,34.58,-118.07,74292.2209549379,1.0599647266313934,Fuller Theological Seminary,48410.0
9126,109300.0,3.86,36,1493,258,899,260,34.58,-118.06,74791.651053068,0.9923076923076923,Fuller Theological Seminary,48541.0
9127,116300.0,3.0101,12,3851,857,2169,811,34.58,-118.08,73800.8448624751,1.0567200986436498,Fuller Theological Seminary,48296.0
9128,145500.0,4.2329,5,10264,1821,5871,1790,34.56,-118.07,72432.0907223595,1.01731843575419,Fuller Theological Seminary,46207.0
9129,137200.0,4.5615,14,5144,887,2846,824,34.56,-118.08,71927.887153111,1.0764563106796117,Fuller Theological Seminary,46088.0
9130,154300.0,4.0729,4,9849,1780,4546,1598,34.58,-118.03,76336.6718123652,1.1138923654568211,Fuller Theological Seminary,49036.0
9131,151300.0,5.083,4,10655,1706,5391,1529,34.57,-118.02,75966.0566848635,1.1157619359058208,Fuller Theological Seminary,48151.0
9132,137400.0,4.071,2,2701,530,1368,430,34.55,-118.01,74738.7376219376,1.2325581395348837,Fuller Theological Seminary,46219.0
9133,141800.0,4.5237,5,16181,2971,8152,2651,34.55,-118.08,70999.0022519128,1.1207091663523199,Fuller Theological Seminary,44984.0
9134,239900.0,4.8667,14,2798,459,1236,404,34.51,-118.07,67877.5843925343,1.136138613861386,Fuller Theological Seminary,40710.0
9135,225200.0,5.9507,11,17339,2866,8721,2803,34.43,-118.37,47559.5084821846,1.0224759186585801,"California State University, Northridge",26157.0
